0,183;0,493;0,515;0,035;0,348;0,013;0,905;0,011;0,973;0,107;0,953;0,454;0,533;0,222;0,512
0,082;0,403;0,76;0,239;0,856;0,205;0,691;0,273;0,194;0,438;0,353;0,663;0,027;0,094;0,387
0,311;0,482;0,207;0,868;0,846;0,289;0,148;0,021;0,535;0,942;0,685;0,986;0,799;0,786;0,032
0,164;0,805;0,767;0,576;0,725;0,409;0,814;0,426;0,877;0,044;0,853;0,049;0,117;0,49;0,723
0,381;0,04;0,888;0,506;0,885;0,524;0,787;0,913;0,21;0,968;0,416;0,509;0,452;0,577;0,273
0,703;0,811;0,404;0,416;0,179;0,201;0,507;0,289;0,164;0,952;0,595;0,898;0,491;0,951;0,049
0,592;0,279;0,121;0,005;0,366;0,579;0,197;0,468;0,025;0,295;0,489;0,459;0,72;0,817;0,134
0,385;0,0;0,354;0,632;0,783;0,618;0,044;0,423;0,465;0,955;0,97;0,64;0,084;0,986;0,378
0,107;0,13;0,778;0,619;0,894;0,235;0,778;0,18;0,949;0,534;0,609;0,74;0,741;0,087;0,615
0,103;0,307;0,752;0,51;0,598;0,036;0,823;0,886;0,206;0,793;0,742;0,527;0,485;0,885;0,785
0,709;0,69;0,934;0,956;0,821;0,596;0,798;0,659;0,433;0,749;0,129;0,673;0,363;0,972;0,521
0,388;0,833;0,799;0,789;0,461;0,27;0,628;0,314;0,248;0,933;0,831;0,598;0,875;0,779;0,008
0,233;0,593;0,606;0,009;0,286;0,651;0,551;0,563;0,327;0,579;0,19;0,937;0,157;0,558;0,915
0,688;0,243;0,767;0,835;0,62;0,659;0,783;0,069;0,176;0,472;0,237;0,436;0,231;0,159;0,996
0,35;0,311;0,407;0,236;0,417;0,872;0,92;0,54;0,523;0,511;0,267;0,488;0,382;0,613;0,713
0,017;0,871;0,316;0,677;0,247;0,786;0,188;0,06;0,659;0,907;0,699;0,337;0,417;0,485;0,323
0,761;0,262;0,761;0,724;0,563;0,838;0,636;0,902;0,577;0,832;0,054;0,896;0,146;0,262;0,3
0,011;0,858;0,727;0,338;0,868;0,697;0,919;0,436;0,662;0,002;0,843;0,024;0,834;0,208;0,321
0,096;0,318;0,608;0,331;0,638;0,467;0,412;0,042;0,06;0,668;0,528;0,173;0,688;0,71;0,364
0,492;0,275;0,326;0,41;0,387;0,374;0,577;0,243;0,379;0,517;0,504;0,801;0,906;0,824;0,986
0,493;0,209;0,906;0,821;0,82;0,673;0,201;0,839;0,648;0,399;0,322;0,749;0,818;0,751;0,998
0,636;0,191;0,188;0,631;0,762;0,011;0,565;0,004;0,794;0,346;0,052;0,115;0,107;0,102;0,024
0,568;0,873;0,565;0,992;0,788;0,926;0,695;0,675;0,667;0,505;0,873;0,615;0,573;0,686;0,61
0,266;0,141;0,345;0,302;0,804;0,348;0,711;0,247;0,053;0,602;0,23;0,044;0,406;0,649;0,113
0,5;0,269;0,729;0,627;0,849;0,318;0,176;0,329;0,743;0,994;0,198;0,471;0,021;0,178;0,069
0,708;0,222;0,223;0,502;0,166;0,268;0,016;0,984;0,717;0,419;0,662;0,659;0,066;0,633;0,812
0,057;0,684;0,511;0,103;0,485;0,209;0,114;0,865;0,645;0,934;0,747;0,004;0,369;0,324;0,116
0,678;0,36;0,48;0,799;0,495;0,596;0,289;0,927;0,124;0,727;0,877;0,763;0,77;0,988;0,164
0,294;0,744;0,901;0,533;0,946;0,085;0,045;0,655;0,185;0,761;0,104;0,842;0,038;0,659;0,893
0,49;0,763;0,487;0,759;0,102;0,75;0,198;0,712;0,131;0,348;0,264;0,192;0,408;0,161;0,77
0,458;0,793;0,478;0,546;0,905;0,27;0,704;0,548;0,967;0,23;0,199;0,411;0,158;0,906;0,915
0,83;0,496;0,383;0,946;0,584;0,724;0,771;0,368;0,018;0,213;0,911;0,939;0,405;0,549;0,027
0,261;0,402;0,625;0,703;0,229;0,01;0,206;0,236;0,744;0,915;0,464;0,84;0,535;0,731;0,473
0,262;0,07;0,178;0,154;0,013;0,247;0,518;0,91;0,634;0,933;0,208;0,758;0,632;0,043;0,871
0,448;0,706;0,713;0,647;0,143;0,421;0,013;0,338;0,767;0,195;0,2;0,297;0,126;0,754;0,423
0,823;0,615;0,661;0,412;0,524;0,02;0,748;0,469;0,089;0,715;0,009;0,234;0,031;0,765;0,176
0,627;0,683;0,352;0,896;0,065;0,243;0,068;0,586;0,236;0,849;0,716;0,495;0,867;0,167;0,754
0,398;0,341;0,591;0,522;0,632;0,673;0,913;0,748;0,341;0,204;0,37;0,462;0,901;0,272;0,609
0,144;0,259;0,965;0,301;0,858;0,202;0,124;0,861;0,264;0,43;0,47;0,065;0,211;0,826;0,019
0,899;0,643;0,051;0,763;0,228;0,939;0,194;0,755;0,079;0,004;0,672;0,651;0,481;0,772;0,427
0,242;0,053;0,505;0,882;0,252;0,689;0,058;0,137;0,409;0,659;0,405;0,254;0,788;0,161;0,893
0,507;0,162;0,976;0,374;0,711;0,896;0,365;0,472;0,797;0,909;0,229;0,824;0,801;0,002;0,497
0,33;0,941;0,944;0,089;0,805;0,057;0,033;0,239;0,798;0,851;0,682;0,176;0,15;0,093;0,78
0,249;0,239;0,473;0,886;0,858;0,63;0,321;0,646;0,654;0,725;0,632;0,338;0,296;0,197;0,604
0,385;0,596;0,426;0,166;0,806;0,212;0,599;0,396;0,147;0,229;0,827;0,288;0,564;0,382;0,983
0,214;0,753;0,067;0,706;0,914;0,971;0,837;0,859;0,399;0,719;0,197;0,85;0,224;0,953;0,505
0,931;0,027;0,78;0,042;0,555;0,754;0,84;0,816;0,667;0,793;0,87;0,85;0,84;0,291;0,626
0,739;0,982;0,396;0,284;0,622;0,319;0,903;0,369;0,882;0,112;0,174;0,479;0,616;0,934;0,22
0,102;0,802;0,87;0,479;0,702;0,967;0,588;0,162;0,27;0,863;0,563;0,627;0,592;0,025;0,516
0,459;0,059;0,72;0,609;0,608;0,077;0,589;0,671;0,014;0,444;0,814;0,387;0,328;0,528;0,2
0,842;0,717;0,108;0,89;0,993;0,117;0,504;0,842;0,604;0,709;0,505;0,802;0,933;0,401;0,231
0,495;0,823;0,565;0,007;0,945;0,526;0,055;0,203;0,727;0,658;0,633;0,873;0,196;0,107;0,6
0,706;0,468;0,965;0,884;0,286;0,441;0,711;0,76;0,872;0,979;0,399;0,071;0,211;0,869;0,425
0,237;0,402;0,064;0,947;0,534;0,977;0,969;0,723;0,702;0,402;0,88;0,777;0,319;0,988;0,043
0,57;0,331;0,807;0,156;0,521;0,871;0,994;0,778;0,441;0,54;0,294;0,499;0,434;0,503;0,312
0,613;0,915;0,81;0,713;0,945;0,117;0,633;0,47;0,228;0,097;0,895;0,092;0,984;0,125;0,651
0,663;0,327;0,706;0,27;0,223;0,274;0,006;0,449;0,388;0,379;0,225;0,971;0,058;0,446;0,431
0,08;0,854;0,46;0,533;0,002;0,233;0,969;0,221;0,432;0,685;0,186;0,677;0,673;0,329;0,826
0,178;0,259;0,036;0,585;0,813;0,252;0,743;0,328;0,92;0,192;0,897;0,45;0,176;0,325;0,351
0,178;0,827;0,481;0,667;0,89;0,696;0,426;0,073;0,668;0,368;0,007;0,245;0,746;0,277;0,363
0,129;0,285;0,342;0,366;0,354;0,721;0,064;0,059;0,818;0,914;0,947;0,913;0,418;0,504;0,85
0,174;0,807;0,936;0,135;0,03;0,666;0,006;0,429;0,618;0,567;0,117;0,502;0,737;0,238;0,552
0,499;0,542;0,591;0,173;0,891;0,907;0,863;0,348;0,876;0,28;0,81;0,907;0,287;0,199;0,771
0,319;0,37;0,107;0,599;0,006;0,122;0,859;0,624;0,211;0,009;0,903;0,308;0,967;0,743;0,727
0,46;0,718;0,17;0,515;0,718;0,366;0,551;0,37;0,887;0,283;0,374;0,446;0,707;0,474;0,089
0,602;0,58;0,895;0,297;0,076;0,048;0,956;0,623;0,53;0,424;0,464;0,279;0,844;0,723;0,669
0,047;0,619;0,422;0,078;0,47;0,158;0,328;0,264;0,231;0,662;0,272;0,179;0,196;0,943;0,737
0,586;0,194;0,507;0,203;0,954;0,698;0,349;0,899;0,498;0,805;0,358;0,247;0,01;0,215;0,145
0,16;0,127;0,033;0,315;0,195;0,996;0,532;0,163;0,423;0,272;0,986;0,98;0,58;0,008;0,6
0,167;0,639;0,145;0,183;0,97;0,172;0,899;0,807;0,547;0,6;0,026;0,698;0,234;0,179;0,183
0,884;0,682;0,822;0,735;0,56;0,256;0,288;0,856;0,048;0,943;0,177;0,28;0,121;0,336;0,558
0,942;0,965;0,313;0,792;0,275;0,822;0,951;0,297;0,076;0,019;0,992;0,583;0,075;0,275;0,712
0,624;0,091;0,271;0,618;0,311;0,344;0,781;0,678;0,661;0,215;0,881;0,315;0,415;0,387;0,819
0,145;0,054;0,905;0,355;0,092;0,719;0,265;0,876;0,971;0,429;0,365;0,466;0,628;0,342;0,85
0,969;0,125;0,332;0,427;0,862;0,996;0,508;0,237;0,876;0,432;0,326;0,892;0,163;0,379;0,395
0,485;0,817;0,202;0,179;0,89;0,059;0,861;0,613;0,879;0,293;0,511;0,853;0,89;0,189;0,009
0,857;0,36;0,452;0,413;0,733;0,444;0,323;0,888;0,553;0,463;0,287;0,824;0,25;0,081;0,687
0,315;0,209;0,252;0,362;0,171;0,551;0,582;0,536;0,392;0,575;0,388;0,541;0,746;0,824;0,018
0,481;0,962;0,521;0,189;0,765;0,77;0,435;0,865;0,144;0,514;0,057;0,191;0,554;0,639;0,726
0,148;0,819;0,773;0,846;0,229;0,286;0,034;0,918;0,468;0,826;0,077;0,97;0,233;0,784;0,19
0,685;0,601;0,508;0,368;0,744;0,455;0,123;0,074;0,228;0,04;0,121;0,538;0,352;0,854;0,328
0,662;0,321;0,855;0,947;0,989;0,609;0,69;0,401;0,988;0,849;0,407;0,962;0,794;0,835;0,719
0,581;0,498;0,529;0,683;0,857;0,963;0,425;0,964;0,182;0,99;0,852;0,486;0,33;0,058;0,232
0,912;0,339;0,232;0,023;0,582;0,332;0,9;0,799;0,762;0,229;0,304;0,932;0,076;0,891;0,191
0,864;0,259;0,392;0,545;0,599;0,523;0,901;0,777;0,624;0,203;0,194;0,843;0,253;0,379;0,191
0,814;0,72;0,262;0,711;0,032;0,943;0,209;0,376;0,171;0,997;0,446;0,504;0,528;0,203;0,3
0,981;0,492;0,093;0,088;0,805;0,246;0,772;0,372;0,294;0,124;0,329;0,343;0,474;0,281;0,546
0,785;0,87;0,08;0,312;0,921;0,632;0,174;0,747;0,929;0,613;0,873;0,825;0,812;0,511;0,141
0,108;0,503;0,429;0,039;0,264;0,733;0,418;0,397;0,714;0,353;0,391;0,667;0,681;0,926;0,825
0,509;0,218;0,003;0,77;0,088;0,922;0,887;0,993;0,663;0,328;0,364;0,768;0,755;0,543;0,368
0,994;0,385;0,238;0,218;0,32;0,493;0,565;0,507;0,549;0,634;0,613;0,409;0,126;0,464;0,391
0,839;0,62;0,552;0,331;0,709;0,856;0,245;0,945;0,18;0,786;0,919;0,922;0,756;0,255;0,963
0,511;0,391;0,042;0,334;0,426;0,457;0,877;0,924;0,541;0,539;0,234;0,208;0,615;0,103;0,195
0,44;0,218;0,582;0,053;0,589;0,436;0,433;0,51;0,707;0,764;0,327;0,246;0,179;0,999;0,599
0,636;0,374;0,327;0,439;0,371;0,1;0,6;0,012;0,508;0,753;0,023;0,344;0,342;0,119;0,498
0,316;0,477;0,415;0,942;0,135;0,246;0,96;0,732;0,911;0,563;0,29;0,208;0,312;0,114;0,922
0,878;0,031;0,548;0,851;0,56;0,785;0,473;0,8;0,993;0,844;0,744;0,487;0,725;0,506;0,552
0,694;0,016;0,584;0,246;0,858;0,909;0,228;0,916;0,679;0,184;0,084;0,055;0,958;0,613;0,537
0,736;0,142;0,285;0,106;0,777;0,343;0,874;0,22;0,895;0,868;0,247;0,618;0,088;0,162;0,849
0,67;0,351;0,587;0,369;0,148;0,353;0,256;0,443;0,903;0,485;0,605;0,042;0,607;0,823;0,268
0,31;0,808;0,464;0,531;0,717;0,177;0,48;0,337;0,172;0,498;0,6;0,539;0,737;0,843;0,026
0,507;0,041;0,909;0,865;0,885;0,325;0,277;0,949;0,643;0,252;0,694;0,832;0,528;0,55;0,924
0,515;0,015;0,485;0,996;0,916;0,508;0,067;0,46;0,664;0,686;0,531;0,759;0,731;0,986;0,623
0,658;0,994;0,367;0,705;0,141;0,448;0,025;0,45;0,218;0,983;0,927;0,53;0,27;0,027;0,342
0,931;0,589;0,227;0,602;0,114;0,116;0,113;0,754;0,645;0,632;0,989;0,226;0,293;0,492;0,593
0,719;0,888;0,567;0,342;0,328;0,112;0,653;0,13;0,806;0,08;0,454;0,918;0,465;0,981;0,847
0,187;0,84;0,892;0,456;0,123;0,733;0,041;0,699;0,493;0,916;0,969;0,884;0,766;0,18;0,03
0,708;0,878;0,299;0,99;0,741;0,959;0,235;0,765;0,352;0,336;0,414;0,219;0,626;0,613;0,911
0,294;0,842;0,803;0,75;0,623;0,509;0,792;0,528;0,74;0,045;0,937;0,74;0,925;0,661;0,663
0,866;0,025;0,012;0,952;0,73;0,583;0,413;0,94;0,854;0,814;0,644;0,81;0,66;0,622;0,803
0,144;0,13;0,862;0,038;0,886;0,149;0,433;0,268;0,757;0,925;0,351;0,691;0,873;0,987;0,467
0,217;0,563;0,226;0,996;0,299;0,875;0,681;0,738;0,707;0,472;0,366;0,278;0,699;0,595;0,339
0,114;0,922;0,439;0,484;0,179;0,745;0,692;0,357;0,377;0,167;0,177;0,233;0,462;0,438;0,994
0,054;0,544;0,458;0,553;0,934;0,302;0,225;0,881;0,696;0,331;0,39;0,928;0,273;0,018;0,625
0,744;0,391;0,821;0,321;0,61;0,626;0,044;0,115;0,929;0,801;0,975;0,67;0,445;0,446;0,276
0,622;0,836;0,785;0,201;0,946;0,285;0,723;0,97;0,61;0,001;0,383;0,885;0,578;0,392;0,421
0,022;0,652;0,156;0,896;0,404;0,612;0,64;0,962;0,465;0,05;0,589;0,431;0,926;0,457;0,027
0,72;0,669;0,74;0,757;0,679;0,185;0,332;0,081;0,079;0,751;0,725;0,903;0,329;0,509;0,5
0,366;0,378;0,965;0,176;0,656;0,568;0,04;0,417;0,489;0,804;0,679;0,17;0,473;0,205;0,534
0,407;0,572;0,374;0,178;0,227;0,153;0,318;0,394;0,578;0,14;0,169;0,004;0,945;0,817;0,673
0,762;0,47;0,097;0,298;0,459;0,039;0,907;0,222;0,817;0,023;0,103;0,599;0,034;0,7;0,538
0,274;0,145;0,956;0,871;0,853;0,184;0,36;0,865;0,58;0,348;0,897;0,755;0,621;0,45;0,887
0,776;0,541;0,242;0,318;0,643;0,882;0,802;0,199;0,898;0,476;0,569;0,892;0,98;0,287;0,525
0,642;0,148;0,407;0,426;0,656;0,78;0,743;0,765;0,777;0,028;0,903;0,644;0,448;0,038;0,511
0,547;0,131;0,24;0,747;0,058;0,523;0,678;0,087;0,639;0,134;0,061;0,61;0,615;0,472;0,761
0,615;0,936;0,701;0,977;0,467;0,6;0,733;0,14;0,282;0,134;0,764;0,861;0,567;0,307;0,815
0,651;0,136;0,975;0,977;0,353;0,704;0,736;0,877;0,382;0,162;0,908;0,842;0,816;0,824;0,402
0,95;0,917;0,33;0,641;0,955;0,949;0,551;0,018;0,402;0,685;0,399;0,096;0,562;0,113;0,021
0,3;0,548;0,793;0,912;0,61;0,597;0,972;0,973;0,695;0,62;0,6;0,767;0,643;0,62;0,076
0,676;0,454;0,688;0,211;0,294;0,076;0,213;0,298;0,259;0,901;0,146;0,2;0,248;0,407;0,644
0,308;0,791;0,343;0,788;0,715;0,004;0,689;0,78;0,081;0,373;0,922;0,589;0,901;0,78;0,113
0,622;0,304;0,566;0,982;0,763;0,224;0,963;0,168;0,659;0,611;0,427;0,783;0,948;0,618;0,889
0,791;0,506;0,946;0,982;0,215;0,283;0,114;0,609;0,537;0,426;0,454;0,032;0,626;0,407;0,315
0,882;0,914;0,991;0,358;0,994;0,799;0,802;0,826;0,533;0,716;0,528;0,075;0,718;0,831;0,319
0,843;0,177;0,709;0,531;0,789;0,513;0,228;0,004;0,276;0,139;0,473;0,237;0,203;0,477;0,121
0,38;0,238;0,179;0,829;0,664;0,537;0,648;0,655;0,91;0,273;0,02;0,751;0,553;0,049;0,33
0,195;0,58;0,529;0,005;0,212;0,237;0,534;0,067;0,615;0,254;0,063;0,997;0,125;0,138;0,554
0,993;0,218;0,877;0,868;0,01;0,156;0,551;0,086;0,286;0,326;0,913;0,139;0,538;0,686;0,621
0,299;0,178;0,325;0,218;0,957;0,619;0,908;0,95;0,048;0,139;0,448;0,091;0,988;0,571;0,699
0,348;0,718;0,558;0,184;0,411;0,636;0,048;0,792;0,593;0,804;0,432;0,947;0,423;0,526;0,408
0,784;0,216;0,632;0,365;0,823;0,716;0,833;0,428;0,735;0,485;0,869;0,058;0,188;0,41;0,494
0,516;0,811;0,142;0,406;0,381;0,419;0,179;0,528;0,136;0,755;0,495;0,791;0,47;0,718;0,264
0,727;0,261;0,664;0,386;0,483;0,621;0,592;0,231;0,348;0,981;0,847;0,095;0,09;0,234;0,247
0,939;0,824;0,32;0,096;0,897;0,68;0,405;0,696;0,572;0,924;0,012;0,533;0,185;0,866;0,61
0,664;0,415;0,253;0,453;0,743;0,337;0,829;0,317;0,189;0,264;0,539;0,24;0,66;0,921;0,656
0,049;0,436;0,321;0,852;0,093;0,42;0,114;0,757;0,304;0,56;0,655;0,419;0,662;0,23;0,828
0,464;0,672;0,979;0,77;0,92;0,506;0,584;0,783;0,407;0,552;0,438;0,952;0,873;0,824;0,427
0,154;0,68;0,749;0,581;0,361;0,238;0,803;0,27;0,079;0,476;0,175;0,871;0,331;0,329;0,282
0,929;0,728;0,383;0,076;0,857;0,281;0,892;0,315;0,264;0,71;0,165;0,239;0,971;0,62;0,265
0,646;0,236;0,39;0,45;0,96;0,273;0,707;0,418;0,009;0,662;0,834;0,893;0,324;0,636;0,457
0,38;0,322;0,64;0,38;0,697;0,357;0,915;0,462;0,381;0,256;0,857;0,802;0,669;0,686;0,856
0,868;0,195;0,402;0,631;0,248;0,357;0,073;0,293;0,937;0,191;0,423;0,415;0,097;0,811;0,687
0,765;0,051;0,903;0,849;0,668;0,307;0,023;0,991;0,518;0,045;0,771;0,193;0,731;0,508;0,583
0,861;0,669;0,251;0,111;0,571;0,173;0,451;0,627;0,868;0,383;0,712;0,541;0,61;0,225;0,322
0,865;0,635;0,835;0,95;0,39;0,658;0,821;0,893;0,474;0,778;0,243;0,426;0,817;0,073;0,373
0,106;0,425;0,053;0,855;0,717;0,432;0,886;0,774;0,598;0,838;0,469;0,964;0,819;0,869;0,067
0,23;0,512;0,46;0,606;0,871;0,044;0,371;0,887;0,22;0,452;0,403;0,562;0,145;0,03;0,102
0,813;0,534;0,363;0,534;0,721;0,623;0,055;0,576;0,809;0,135;0,65;0,009;0,507;0,309;0,289
0,888;0,014;0,02;0,752;0,807;0,271;0,354;0,686;0,262;0,702;0,759;0,603;0,025;0,574;0,864
0,948;0,591;0,913;0,106;0,823;0,294;0,033;0,761;0,693;0,561;0,679;0,958;0,951;0,976;0,282
0,748;0,048;0,756;0,664;0,01;0,151;0,787;0,349;0,194;0,307;0,99;0,786;0,847;0,494;0,053
0,452;0,975;0,778;0,115;0,839;0,376;0,487;0,516;0,483;0,738;0,053;0,198;0,999;0,616;0,646
0,298;0,013;0,674;0,316;0,256;0,467;0,855;0,888;0,869;0,117;0,169;0,859;0,734;0,1;0,0
0,372;0,155;0,494;0,56;0,674;0,044;0,737;0,735;0,037;0,741;0,252;0,031;0,177;0,455;0,657
0,71;0,061;0,664;0,496;0,584;0,36;0,823;0,393;0,701;0,331;0,283;0,707;0,436;0,202;0,937
0,591;0,409;0,954;0,839;0,834;0,098;0,048;0,262;0,814;0,331;0,357;0,299;0,149;0,607;0,782
0,155;0,016;0,03;0,371;0,174;0,027;0,393;0,788;0,262;0,694;0,083;0,288;0,275;0,783;0,776
0,933;0,246;0,245;0,832;0,681;0,244;0,826;0,482;0,613;0,385;0,625;0,746;0,854;0,511;0,539
0,711;0,931;0,256;0,653;0,157;0,187;0,401;0,235;0,728;0,094;0,707;0,451;0,787;0,948;0,246
0,849;0,286;0,839;0,794;0,751;0,915;0,127;0,89;0,542;0,128;0,49;0,839;0,958;0,703;0,561
